name,chr,cds_start_pos,strand,start,end,sgd_name
YIL147C,9,69790,-,69790,73453,SLN1
YIL146C,9,74183,-,74183,75773,ECM37
YIL145C,9,76353,-,76353,77283,YIL145C
YIL144W,9,78073,+,78073,80149,TID3
YIL143C,9,80509,-,80509,83041,SSL2
YIL142C-A,9,83207,-,83207,83540,YIL142C-A
YIL142W,9,83301,+,83301,84885,CCT2
YIL141W,9,85052,+,85052,85442,YIL141W
YIL140W,9,85365,+,85365,87837,AXL2
YIL139C,9,87978,-,87978,88716,REV7
YIL138C,9,89229,-,89229,89715,TPM2
YIL137C,9,89947,-,89947,92788,YIL137C
YIL136W,9,93618,+,93618,94800,OM45
YIL135C,9,95064,-,95064,96375,VHS2
YIL134C-A,9,96521,-,96521,96725,YIL134C-A
YIL134W,9,97394,+,97394,98330,FLX1
YIL133C,9,98526,-,98526,99416,YIL133C
YIL132C,9,99859,-,99859,100501,CSM2
YIL131C,9,100780,-,100780,102235,FKH1
YIL130W,9,102781,+,102781,105676,YIL130W
YIL129C,9,106106,-,106106,113237,TAO3
YIL128W,9,113805,+,113805,116904,MET18
YIL127C,9,117023,-,117023,117644,YIL127C
YIL126W,9,117991,+,117991,122071,STH1
YIL125W,9,122688,+,122688,125733,KGD1
YIL124W,9,126203,+,126203,127097,AYR1
YIL123W,9,128150,+,128150,129578,SIM1
YIL122W,9,130606,+,130606,131662,POG1
YIL121W,9,132240,+,132240,133869,QDR2
YIL120W,9,134413,+,134413,136105,QDR1
YIL119C,9,136650,-,136650,137874,RPI1
YIL118W,9,139748,+,139748,140444,RHO3
YIL117C,9,140609,-,140609,141566,PRM5
YIL116W,9,142924,+,142924,144082,HIS5
YIL115W-A,9,144264,+,144264,144636,YIL115W-A
YIL115C,9,144323,-,144323,148706,NUP159
YIL114C,9,149139,-,149139,149985,POR2
YIL113W,9,150555,+,150555,151185,SDP1
YIL112W,9,151591,+,151591,154843,HOS4
YIL111W,9,155218,+,155218,155762,YIL111W
YIL110W,9,156041,+,156041,157175,YIL110W
YIL109C,9,157381,-,157381,160162,SEC24
YIL108W,9,160883,+,160883,162974,YIL108W
YIL107C,9,163274,-,163274,165758,PFK26
YIL106W,9,166411,+,166411,167441,YIL106W
YIL105C,9,167577,-,167577,169638,SLM1
YIL105W-A,9,167660,+,167660,167801,YIL105W-A
YIL104C,9,169978,-,169978,171502,SHQ1
YIL103W,9,171747,+,171747,173025,YIL103W
YIL102C-A,9,173361,-,173361,173589,YIL102C-A
YIL102C,9,174578,-,174578,174884,YIL102C
YIL101C,9,175303,-,175303,177247,XBP1
YIL100C-A,9,177339,-,177339,177678,YIL100C-A
YIL100W,9,177369,+,177369,177723,YIL100W
YIL099W,9,178000,+,178000,179650,SGA1
YIL098C,9,179768,-,179768,180236,FMC1
YIL097W,9,180423,+,180423,181974,FYV10
YIL096C,9,182113,-,182113,183124,YIL096C
YIL095W,9,183933,+,183933,186366,PRK1
YIL094C,9,186513,-,186513,187629,LYS12
YIL093C,9,187986,-,187986,188781,RSM25
YIL092W,9,189062,+,189062,190964,YIL092W
YIL091C,9,191026,-,191026,193192,YIL091C
YIL090W,9,193591,+,193591,195067,YIL090W
YIL089W,9,195595,+,195595,196213,YIL089W
YIL088C,9,197927,-,197927,199400,AVT7
YIL087C,9,199642,-,199642,200116,YIL087C
YIL086C,9,200149,-,200149,200458,YIL086C
YIL085C,9,200486,-,200486,202040,KTR7
YIL084C,9,202272,-,202272,203256,SDS3
YIL083C,9,203552,-,203552,204650,YIL083C
YIL080W,9,205631,+,205631,210354,YIL080W
YIL082W-A,9,205631,+,205631,210129,YIL082W-A
YIL082W,9,205631,+,205631,206504,YIL082W
YIL079C,9,210919,-,210919,212002,AIR1
YIL078W,9,212495,+,212495,214700,THS1
YIL077C,9,214987,-,214987,215950,YIL077C
YIL076W,9,216654,+,216654,217545,SEC28
YIL075C,9,217859,-,217859,220697,RPN2
YIL074C,9,221077,-,221077,222487,SER33
YIL073C,9,222933,-,222933,225951,YIL073C
YIL072W,9,226598,+,226598,228416,HOP1
YIL071W-A,9,228546,+,228546,229023,YIL071W-A
YIL071C,9,228656,-,228656,229991,PCI8
YIL070C,9,230268,-,230268,231069,MAM33
YIL069C,9,231549,-,231549,232366,YIL069C
YIL068W-A,9,233009,+,233009,233393,YIL068W-A
YIL068C,9,233053,-,233053,235471,SEC6
YIL067C,9,235720,-,235720,237757,YIL067C
YIL066W-A,9,237362,+,237362,237806,YIL066W-A
YIL066C,9,238095,-,238095,240705,YIL066C
YIL065C,9,241304,-,241304,241772,FIS1
YIL064W,9,241939,+,241939,242713,YIL064W
YIL063C,9,242757,-,242757,243741,YRB2
YIL062C,9,243994,-,243994,244459,ARC15
YIL061C,9,244653,-,244653,245556,SNP1
YIL060W,9,246388,+,246388,246823,YIL060W
YIL059C,9,246546,-,246546,246912,YIL059C
YIL058W,9,246910,+,246910,247195,YIL058W
YIL057C,9,247898,-,247898,248393,YIL057C
YIL056W,9,249988,+,249988,251911,YIL056W
YIL055C,9,252039,-,252039,253923,YIL055C
YIL054W,9,254540,+,254540,254858,YIL054W
YIL053W,9,255112,+,255112,255865,RHR2
YIL052C,9,256223,-,256223,257061,YIL052C
YIL051C,9,257841,-,257841,258279,MMF1
YIL050W,9,258911,+,258911,259769,PCL7
YIL049W,9,260156,+,260156,260918,DFG10
YIL048W,9,261435,+,261435,264891,NEO1
YIL047C-A,9,265097,-,265097,265466,YIL047C-A
YIL047C,9,265113,-,265113,267822,SYG1
YIL046W-A,9,268307,+,268307,268472,YIL046W-A
YIL046W,9,268649,+,268649,270572,MET30
YIL045W,9,271159,+,271159,272776,PIG2
YIL044C,9,272948,-,272948,273845,AGE2
YIL043C,9,274070,-,274070,274925,CBR1
YIL042C,9,275106,-,275106,276291,YIL042C
YIL041W,9,276523,+,276523,277504,YIL041W
YIL040W,9,277721,+,277721,278138,YIL040W
YIL039W,9,278424,+,278424,279846,YIL039W
YIL038C,9,280140,-,280140,282651,NOT3
YIL037C,9,283027,-,283027,284998,PRM2
YIL036W,9,285664,+,285664,287428,CST6
YIL035C,9,287788,-,287788,288907,CKA1
YIL034C,9,289224,-,289224,290088,CAP2
YIL033C,9,290417,-,290417,291668,BCY1
YIL032C,9,291959,-,291959,292316,YIL032C
YIL031W,9,292631,+,292631,295736,ULP2
YIL030W-A,9,295563,+,295563,295902,YIL030W-A
YIL030C,9,296048,-,296048,300008,SSM4
YIL029W-A,9,299733,+,299733,300105,YIL029W-A
YIL029C,9,300826,-,300826,301255,YIL029C
YIL028W,9,302097,+,302097,302496,YIL028W
YIL027C,9,303676,-,303676,304102,KRE27
YIL026C,9,304474,-,304474,307927,IRR1
YIL025C,9,308198,-,308198,308573,YIL025C
YIL024C,9,308599,-,308599,309169,YIL024C
YIL023C,9,309383,-,309383,310424,YIL023C
YIL022W,9,311162,+,311162,312458,TIM44
YIL021W,9,312902,+,312902,313859,RPB3
YIL021C-A,9,313196,-,313196,313466,YIL021C-A
YIL020C-A,9,313710,-,313710,314049,YIL020C-A
YIL020C,9,314032,-,314032,314818,HIS6
YIL019W,9,315090,+,315090,316131,FAF1
YIL018W,9,316765,+,316765,317930,YIL018W
YIL017C,9,318197,-,318197,320963,VID28
YIL016W,9,321451,+,321451,321931,SNL1
YIL015W,9,322339,+,322339,324103,BAR1
YIL014C-A,9,325209,-,325209,325524,YIL014C-A
YIL014W,9,326100,+,326100,327993,MNT3
YIL013C,9,328204,-,328204,332440,PDR11
YIL012W,9,333008,+,333008,333401,YIL012W
YIL011W,9,333723,+,333723,334533,TIR3
YIL010W,9,334878,+,334878,335526,DOT5
YIL009C-A,9,335662,-,335662,336209,YIL009C-A
YIL009W,9,339340,+,339340,341425,FAA3
YIL008W,9,342532,+,342532,342832,URM1
YIL007C,9,342990,-,342990,343653,NAS2
YIL006W,9,344058,+,344058,345180,YIL006W
YIL005W,9,345688,+,345688,347794,EPS1
YIL004C,9,347942,-,347942,348502,YIL004C
YIL003W,9,349118,+,349118,350000,CFD1
YIL002W-A,9,350297,+,350297,350507,YIL002W-A
YIL002C,9,350587,-,350587,353428,INP51
YIL001W,9,353936,+,353936,355478,YIL001W
YIR001C,9,356139,-,356139,356892,SGN1
YIR002C,9,357411,-,357411,360393,MPH1
YIR003W,9,360881,+,360881,362921,YIR003W
YIR004W,9,363217,+,363217,364516,DJP1
YIR005W,9,364885,+,364885,365332,IST3
YIR006C,9,365462,-,365462,369905,PAN1
YIR007W,9,370700,+,370700,372995,YIR007W
YIR008C,9,373073,-,373073,374303,PRI1
YIR009W,9,374521,+,374521,374857,MSL1
YIR010W,9,375427,+,375427,377158,DSN1
YIR011C,9,377283,-,377283,378243,STS1
YIR012W,9,378482,+,378482,379778,SQT1
YIR013C,9,380015,-,380015,380381,GAT4
YIR014W,9,381082,+,381082,381811,YIR014W
YIR015W,9,381944,+,381944,382379,RPR2
YIR016W,9,382624,+,382624,383422,YIR016W
YIR017C,9,383552,-,383552,384116,MET28
YIR017W-A,9,383562,+,383562,384162,YIR017W-A
YIR018W,9,384605,+,384605,385343,YAP5
YIR018C-A,9,385560,-,385560,385698,YIR018C-A
YIR019C,9,389568,-,389568,393672,MUC1
YIR020C,9,394251,-,394251,394554,YIR020C
YIR020W-A,9,394913,+,394913,395156,YIR020W-A
YIR020C-B,9,397211,-,397211,397946,YIR020C-B
YIR021W,9,397290,+,397290,398382,MRS1
YIR021W-A,9,398510,+,398510,398723,YIR021W-A
YIR022W,9,398729,+,398729,399233,SEC11
YIR023W,9,399773,+,399773,402686,DAL81
YIR023C-A,9,402379,-,402379,402703,YIR023C-A
YIR024C,9,402837,-,402837,403488,YIR024C
YIR025W,9,403655,+,403655,404762,MND2
YIR026C,9,404869,-,404869,405964,YVH1
YIR027C,9,406256,-,406256,407639,DAL1
YIR028W,9,408464,+,408464,410372,DAL4
YIR029W,9,410803,+,410803,411835,DAL2
YIR030C,9,412032,-,412032,412767,DCG1
YIR030W-A,9,412895,+,412895,413279,YIR030W-A
YIR031C,9,413011,-,413011,414676,DAL7
YIR032C,9,415026,-,415026,415614,DAL3
YIR033W,9,416120,+,416120,419462,MGA2
YIR034C,9,419611,-,419611,420733,LYS1
YIR035C,9,421022,-,421022,421787,YIR035C
YIR036C,9,422070,-,422070,422862,YIR036C
YIR036W-A,9,422631,+,422631,423033,YIR036W-A
YIR037W,9,423124,+,423124,423616,HYR1
YIR038C,9,423805,-,423805,424510,GTT1
YIR039C,9,430493,-,430493,432107,YPS6
YIR040C,9,433384,-,433384,433717,YIR040C
YIR041W,9,433924,+,433924,434299,YIR041W
YIR042C,9,435269,-,435269,435980,YIR042C
YIR043C,9,437039,-,437039,437732,YIR043C
YIR044C,9,437990,-,437990,438176,YIR044C
YJL225C,10,465,-,465,6130,YJL225C
YJL225W-A,10,828,+,828,1311,YJL225W-A
YJL223C,10,8775,-,8775,9138,PAU1
YJL222W-B,10,9345,+,9345,9483,YJL222W-B
YJL222W-A,10,9451,+,9451,9679,YJL222W-A
YJL222W,10,11474,+,11474,16124,VTH2
YJL221C,10,16766,-,16766,18536,FSP2
YJL220W,10,18242,+,18242,18695,YJL220W
YJL219W,10,19496,+,19496,21200,HXT9
YJL218W,10,21972,+,21972,22563,YJL218W
YJL217W,10,23132,+,23132,23729,YJL217W
YJL216C,10,24340,-,24340,26086,YJL216C
YJL215C,10,26411,-,26411,26771,YJL215C
YJL214W,10,26886,+,26886,28596,HXT8
YJL213W,10,32162,+,32162,33158,YJL213W
YJL212C,10,33849,-,33849,36249,OPT1
YJL211C,10,36756,-,36756,37200,YJL211C
YJL210W,10,36918,+,36918,37734,PEX2
YJL209W,10,38004,+,38004,39969,CBP1
YJL208C,10,40193,-,40193,41183,NUC1
YJL207C,10,41388,-,41388,47433,YJL207C
YJL206C,10,47658,-,47658,49935,YJL206C
YJL205C,10,50138,-,50138,50443,YJL205C
YJL204C,10,50628,-,50628,53151,RCY1
YJL203W,10,53340,+,53340,54183,PRP21
YJL202C,10,53942,-,53942,54290,YJL202C
YJL201W,10,54378,+,54378,56178,ECM25
YJL200C,10,56443,-,56443,58813,YJL200C
YJL199C,10,59854,-,59854,60181,MBB1
YJL198W,10,60842,+,60842,63488,PHO90
YJL197W,10,63803,+,63803,67568,UBP12
YJL197C-A,10,65803,-,65803,66085,YJL197C-A
YJL196C,10,67848,-,67848,68781,ELO1
YJL195C,10,69239,-,69239,69941,YJL195C
YJL194W,10,69336,+,69336,70878,CDC6
YJL193W,10,71364,+,71364,72573,YJL193W
YJL192C,10,72708,-,72708,73413,SOP4
YJL191W,10,73785,+,73785,74610,YJL191W
YJL190C,10,74908,-,74908,75301,RPS22A
YJL189W,10,75931,+,75931,76473,YJL189W
YJL188C,10,76200,-,76200,76509,BUD19
YJL187C,10,76801,-,76801,79261,SWE1
YJL186W,10,80152,+,80152,81913,MNN5
YJL185C,10,82092,-,82092,82974,YJL185C
YJL184W,10,83445,+,83445,83817,GON7
YJL183W,10,84065,+,84065,85334,MNN11
YJL182C,10,85432,-,85432,85750,YJL182C
YJL181W,10,85657,+,85657,87493,YJL181W
YJL180C,10,87580,-,87580,88558,ATP12
YJL179W,10,88784,+,88784,89114,PFD1
YJL178C,10,89279,-,89279,90095,ATG27
YJL177W,10,90783,+,90783,91655,YJL177W
YJL176C,10,92050,-,92050,94528,SWI3
YJL175W,10,94046,+,94046,94559,YJL175W
YJL174W,10,95089,+,95089,95920,KRE9
YJL173C,10,96158,-,96158,96527,RFA3
YJL172W,10,97730,+,97730,99461,CPS1
YJL171C,10,99697,-,99697,100888,YJL171C
YJL170C,10,101143,-,101143,101773,ASG7
YJL169W,10,102092,+,102092,102461,YJL169W
YJL168C,10,102220,-,102220,104422,SET2
YJL167W,10,105007,+,105007,106066,ERG20
YJL166W,10,106427,+,106427,106712,QCR8
YJL165C,10,106887,-,106887,109455,HAL5
YJL164C,10,109959,-,109959,111153,TPK1
YJL163C,10,111661,-,111661,113329,YJL163C
YJL162C,10,113873,-,113873,115625,JJJ2
YJL161W,10,117240,+,117240,117783,YJL161W
YJL160C,10,117957,-,117957,118821,YJL160C
YJL159W,10,120444,+,120444,121686,HSP150
YJL158C,10,122260,-,122260,122944,CIS3
YJL157C,10,123831,-,123831,126324,FAR1
YJL156W-A,10,126599,+,126599,126821,YJL156W-A
YJL156C,10,126885,-,126885,128949,SSY5
YJL155C,10,129281,-,129281,130640,FBP26
YJL154C,10,131097,-,131097,133932,VPS35
YJL153C,10,134328,-,134328,135930,YJL153C
YJL152W,10,136170,+,136170,136530,YJL152W
YJL151C,10,136368,-,136368,136770,SNA3
YJL150W,10,137119,+,137119,137422,YJL150W
YJL149W,10,137375,+,137375,139367,YJL149W
YJL148W,10,140433,+,140433,141135,RPA34
YJL147C,10,141415,-,141415,142564,YJL147C
YJL146W,10,143288,+,143288,144698,IDS2
YJL145W,10,145156,+,145156,146041,SFH5
YJL144W,10,146355,+,146355,146670,YJL144W
YJL143W,10,147097,+,147097,147574,TIM17
YJL142C,10,147815,-,147815,148208,YJL142C
YJL141C,10,147963,-,147963,150387,YAK1
YJL140W,10,150957,+,150957,151623,RPB4
YJL139C,10,151709,-,151709,152996,YUR1
YJL138C,10,153500,-,153500,154688,TIF2
YJL137C,10,154981,-,154981,156124,GLG2
YJL136W-A,10,156165,+,156165,156249,YJL136W-A
YJL136C,10,156546,-,156546,157270,YJL136C
YJL135W,10,157873,+,157873,158191,YJL135W
YJL134W,10,158184,+,158184,159414,LCB3
YJL133C-A,10,159619,-,159619,159844,YJL133C-A
YJL133W,10,160615,+,160615,161560,MRS3
YJL132W,10,161910,+,161910,164163,YJL132W
YJL131C,10,164274,-,164274,165345,YJL131C
YJL130C,10,165719,-,165719,172364,URA2
YJL129C,10,173595,-,173595,177303,TRK1
YJL128C,10,178093,-,178093,180100,PBS2
YJL127W-A,10,180190,+,180190,180307,YJL127W-A
YJL127C-B,10,181548,-,181548,181707,YJL127C-B
YJL127C,10,182295,-,182295,184218,SPT10
YJL126W,10,184498,+,184498,185422,NIT2
YJL125C,10,185525,-,185525,186677,GCD14
YJL124C,10,187124,-,187124,187643,LSM1
YJL123C,10,188002,-,188002,189439,YJL123C
YJL122W,10,189714,+,189714,190242,YJL122W
YJL121C,10,190372,-,190372,191089,RPE1
YJL120W,10,191020,+,191020,191344,YJL120W
YJL119C,10,191570,-,191570,191894,YJL119C
YJL118W,10,191637,+,191637,192297,YJL118W
YJL117W,10,192529,+,192529,193465,PHO86
YJL116C,10,193858,-,193858,194872,NCA3
YJL115W,10,196284,+,196284,197124,ASF1
YJL113W,10,197912,+,197912,203325,YJL113W
YJL114W,10,197912,+,197912,199157,YJL114W
YJL112W,10,205300,+,205300,207445,MDV1
YJL111W,10,207872,+,207872,209525,CCT7
YJL110C,10,209917,-,209917,211573,GZF3
YJL109C,10,211995,-,211995,217305,UTP10
YJL108C,10,217700,-,217700,218852,PRM10
YJL107C,10,218848,-,218848,220012,YJL107C
YJL106W,10,221385,+,221385,223323,IME2
YJL105W,10,225050,+,225050,226733,SET4
YJL104W,10,227322,+,227322,227772,PAM16
YJL103C,10,229020,-,229020,230877,YJL103C
YJL102W,10,231296,+,231296,233756,MEF2
YJL101C,10,234315,-,234315,236352,GSH1
YJL100W,10,237258,+,237258,239082,LSB6
YJL099W,10,239409,+,239409,241650,CHS6
YJL098W,10,242077,+,242077,245254,SAP185
YJL097W,10,245586,+,245586,246240,YJL097W
YJL096W,10,246485,+,246485,246971,YJL096W
YJL095W,10,247249,+,247249,251686,BCK1
YJL094C,10,251815,-,251815,254437,KHA1
YJL093C,10,254731,-,254731,256807,TOK1
YJL092W,10,257417,+,257417,260942,HPR5
YJL091C,10,261074,-,261074,262547,YJL091C
YJL090C,10,262751,-,262751,265046,DPB11
YJL089W,10,265920,+,265920,268410,SIP4
YJL088W,10,268793,+,268793,269810,YJL088W
YJL087C,10,269996,-,269996,272480,TRL1
YJL086C,10,272472,-,272472,272841,YJL086C
YJL085W,10,272821,+,272821,274693,EXO70
YJL084C,10,274856,-,274856,277997,YJL084C
YJL083W,10,278835,+,278835,280650,YJL083W
YJL082W,10,281179,+,281179,283375,IML2
YJL081C,10,283796,-,283796,285266,ARP4
YJL080C,10,285552,-,285552,289221,SCP160
YJL079C,10,289869,-,289869,290769,PRY1
YJL078C,10,291330,-,291330,293976,PRY3
YJL077W-B,10,294041,+,294041,294140,YJL077W-B
YJL077C,10,294660,-,294660,295056,ICS3
YJL077W-A,10,294793,+,294793,294880,YJL077W-A
YJL076W,10,295239,+,295239,298809,NET1
YJL075C,10,298454,-,298454,298871,YJL075C
YJL074C,10,299151,-,299151,302844,SMC3
YJL073W,10,303175,+,303175,305113,YJL073W
YJL072C,10,305215,-,305215,305857,PSF2
YJL071W,10,306126,+,306126,307851,ARG2
YJL070C,10,307965,-,307965,310632,YJL070C
YJL069C,10,310916,-,310916,312701,UTP18
YJL068C,10,313010,-,313010,313910,YJL068C
YJL067W,10,314078,+,314078,314429,YJL067W
YJL066C,10,314108,-,314108,314867,MPM1
YJL065C,10,315048,-,315048,315552,DLS1
YJL064W,10,315169,+,315169,315565,YJL064W
YJL063C,10,315753,-,315753,316470,MRPL8
YJL062W-A,10,316717,+,316717,316975,YJL062W-A
YJL062W,10,317278,+,317278,319771,LAS21
YJL061W,10,320010,+,320010,322152,NUP82
YJL060W,10,323380,+,323380,324715,BNA3
YJL059W,10,324958,+,324958,326185,YHC3
YJL058C,10,326236,-,326236,327868,BIT61
YJL057C,10,328112,-,328112,330116,YJL057C
YJL056C,10,330425,-,330425,333068,ZAP1
YJL055W,10,333351,+,333351,334089,YJL055W
YJL054W,10,334259,+,334259,335696,TIM54
YJL053W,10,335892,+,335892,337032,PEP8
YJL052C-A,10,337878,-,337878,337998,YJL052C-A
YJL052W,10,338265,+,338265,339264,TDH1
YJL051W,10,339781,+,339781,342250,YJL051W
YJL050W,10,342516,+,342516,345738,MTR4
YJL049W,10,345967,+,345967,347320,YJL049W
YJL048C,10,347441,-,347441,348632,UBX6
YJL047C-A,10,349038,-,349038,349173,YJL047C-A
YJL047C,10,349574,-,349574,352103,RTT101
YJL046W,10,352380,+,352380,353610,YJL046W
YJL045W,10,356018,+,356018,357923,YJL045W
YJL044C,10,358294,-,358294,359671,GYP6
YJL043W,10,360124,+,360124,360898,YJL043W
YJL042W,10,361243,+,361243,365440,MHP1
YJL041W,10,365778,+,365778,368368,YJL041W
YJL039C,10,368742,-,368742,373794,NUP192
YJL038C,10,375109,-,375109,375769,YJL038C
YJL037W,10,376656,+,376656,377331,YJL037W
YJL036W,10,378819,+,378819,380091,SNX4
YJL035C,10,380243,-,380243,380996,TAD2
YJL034W,10,381321,+,381321,383370,KAR2
YJL033W,10,383831,+,383831,386144,HCA4
YJL032W,10,386342,+,386342,386657,YJL032W
YJL031C,10,386362,-,386362,387433,YJL031C
YJL030W,10,387651,+,387651,388242,MAD2
YJL029C,10,388379,-,388379,390848,VPS53
YJL028W,10,391305,+,391305,391641,YJL028W
YJL027C,10,391827,-,391827,392244,YJL027C
YJL026W,10,392398,+,392398,393598,RNR2
YJL026C-A,10,393060,-,393060,393282,YJL026C-A
YJL025W,10,393961,+,393961,395506,RRN7
YJL024C,10,395925,-,395925,396587,YJL024C
YJL023C,10,397349,-,397349,398393,PET130
YJL022W,10,398103,+,398103,398412,YJL022W
YJL020C,10,398931,-,398931,402405,BBC1
YJL020W-A,10,400975,+,400975,401233,YJL020W-A
YJL019W,10,402891,+,402891,404940,MPS3
YJL016W,10,405582,+,405582,407268,YJL016W
YJL015C,10,407136,-,407136,407511,YJL015C
YJL014W,10,407551,+,407551,409156,CCT3
YJL013C,10,409486,-,409486,411034,MAD3
YJL012C,10,411227,-,411227,413393,VTC4
YJL011C,10,414278,-,414278,414764,RPC17
YJL010C,10,417555,-,417555,419556,YJL010C
YJL009W,10,419848,+,419848,420175,YJL009W
YJL008C,10,419950,-,419950,421657,CCT8
YJL007C,10,422691,-,422691,423006,YJL007C
YJL006C,10,423131,-,423131,424103,CTK2
YJL005W,10,425150,+,425150,431231,CYR1
YJL004C,10,431582,-,431582,432194,SYS1
YJL003W,10,432637,+,432637,432994,COX16
YJL002C,10,433214,-,433214,434645,OST1
YJL001W,10,435156,+,435156,435920,YJL001W
YJR001W,10,436795,+,436795,438604,AVT1
YJR002W,10,438857,+,438857,440639,MPP10
YJR003C,10,440986,-,440986,442546,YJR003C
YJR004C,10,442901,-,442901,444854,SAG1
YJR005W,10,445915,+,445915,448018,APL1
YJR005C-A,10,448469,-,448469,448751,YJR005C-A
YJR006W,10,449194,+,449194,450658,HYS2
YJR007W,10,451012,+,451012,451927,SUI2
YJR008W,10,452422,+,452422,453439,YJR008W
YJR009C,10,453675,-,453675,454674,TDH2
YJR010W,10,456231,+,456231,457767,MET3
YJR010C-A,10,458069,-,458069,458354,SPC1
YJR011C,10,458633,-,458633,459419,YJR011C
YJR012C,10,459787,-,459787,460411,YJR012C
YJR013W,10,460374,+,460374,461586,YJR013W
YJR014W,10,461821,+,461821,462418,YJR014W
YJR015W,10,462713,+,462713,464246,YJR015W
YJR016C,10,464443,-,464443,466201,ILV3
YJR017C,10,466513,-,466513,467026,YJR017C
YJR018W,10,466778,+,466778,467141,YJR018W
YJR019C,10,467224,-,467224,468274,TES1
YJR020W,10,467993,+,467993,468326,YJR020W
YJR021C,10,468547,-,468547,469572,YJR021C
YJR022W,10,469776,+,469776,470106,YJR022W
YJR023C,10,469796,-,469796,470198,YJR023C
YJR024C,10,470222,-,470222,470957,YJR024C
YJR025C,10,471130,-,471130,471664,BNA1
YJR027W,10,472752,+,472752,478021,YJR027W
YJR026W,10,472752,+,472752,474075,YJR026W
YJR029W,10,478336,+,478336,483605,YJR029W
YJR028W,10,478336,+,478336,479659,YJR028W
YJR030C,10,483951,-,483951,486189,YJR030C
YJR031C,10,486578,-,486578,490805,GEA1
YJR032W,10,491073,+,491073,492255,CPR7
YJR033C,10,492370,-,492370,496444,RAV1
YJR034W,10,496675,+,496675,497002,PET191
YJR035W,10,497347,+,497347,500605,RAD26
YJR036C,10,500705,-,500705,503384,HUL4
YJR037W,10,503094,+,503094,503478,YJR037W
YJR038C,10,503702,-,503702,504065,YJR038C
YJR039W,10,503928,+,503928,507294,YJR039W
YJR040W,10,507738,+,507738,510078,GEF1
YJR041C,10,510231,-,510231,513756,URB2
YJR042W,10,514047,+,514047,516282,NUP85
YJR043C,10,516453,-,516453,517506,POL32
YJR044C,10,518755,-,518755,519178,VPS55
YJR045C,10,519630,-,519630,521595,SSC1
YJR046W,10,522040,+,522040,523855,TAH11
YJR047C,10,524900,-,524900,525374,ANB1
YJR048W,10,526327,+,526327,526657,CYC1
YJR049C,10,526876,-,526876,528469,UTR1
YJR050W,10,528689,+,528689,529397,ISY1
YJR051W,10,529853,+,529853,531359,OSM1
YJR052W,10,532054,+,532054,533752,RAD7
YJR053W,10,534019,+,534019,535744,BFA1
YJR054W,10,536048,+,536048,537542,YJR054W
YJR055W,10,538764,+,538764,539259,HIT1
YJR056C,10,541784,-,541784,542495,YJR056C
YJR057W,10,544054,+,544054,544705,CDC8
YJR058C,10,544724,-,544724,545168,APS2
YJR059W,10,545779,+,545779,548236,PTK2
YJR060W,10,548751,+,548751,549807,CBF1
YJR061W,10,550503,+,550503,553311,YJR061W
YJR062C,10,553468,-,553468,554842,NTA1
YJR063W,10,555187,+,555187,555565,RPA12
YJR064W,10,555906,+,555906,557595,CCT5
YJR065C,10,557801,-,557801,559151,ARP3
YJR066W,10,559408,+,559408,566821,TOR1
YJR067C,10,567011,-,567011,567437,YAE1
YJR068W,10,567635,+,567635,568697,RFC2
YJR069C,10,568798,-,568798,569392,HAM1
YJR070C,10,569613,-,569613,570591,LIA1
YJR071W,10,570397,+,570397,570766,YJR071W
YJR072C,10,570959,-,570959,572117,NPA3
YJR073C,10,572307,-,572307,572928,OPI3
YJR074W,10,573087,+,573087,573744,MOG1
YJR075W,10,573973,+,573973,575164,HOC1
YJR076C,10,575346,-,575346,576594,CDC11
YJR077C,10,577247,-,577247,578183,MIR1
YJR078W,10,578852,+,578852,580214,BNA2
YJR079W,10,580197,+,580197,581232,YJR079W
YJR080C,10,580424,-,580424,581609,YJR080C
YJR082C,10,581906,-,581906,582248,EAF6
YJR083C,10,582600,-,582600,583530,ACF4
YJR084W,10,583725,+,583725,584997,CSN12
YJR085C,10,585112,-,585112,585430,YJR085C
YJR086W,10,586060,+,586060,586393,STE18
YJR087W,10,586392,+,586392,586743,YJR087W
YJR088C,10,586487,-,586487,587366,YJR088C
YJR089W,10,587710,+,587710,590575,BIR1
YJR090C,10,590864,-,590864,594320,GRR1
YJR091C,10,595053,-,595053,598329,JSN1
YJR092W,10,598727,+,598727,603071,BUD4
YJR093C,10,603212,-,603212,604196,FIP1
YJR094C,10,604561,-,604561,605644,IME1
YJR094W-A,10,608297,+,608297,608851,YJR094W-A
YJR095W,10,609765,+,609765,610734,SFC1
YJR096W,10,611187,+,611187,612036,YJR096W
YJR097W,10,612405,+,612405,612924,JJJ3
YJR098C,10,613178,-,613178,615146,YJR098C
YJR099W,10,615565,+,615565,616276,YUH1
YJR100C,10,616340,-,616340,617324,YJR100C
YJR101W,10,618223,+,618223,619024,RSM26
YJR102C,10,619146,-,619146,619755,VPS25
YJR103W,10,620743,+,620743,622438,URA8
YJR104C,10,622538,-,622538,623003,SOD1
YJR105W,10,623569,+,623569,624592,ADO1
YJR106W,10,624826,+,624826,627004,ECM27
YJR107W,10,627329,+,627329,628316,YJR107W
YJR108W,10,628702,+,628702,629074,ABM1
YJR109C,10,629575,-,629575,632932,CPA2
YJR110W,10,633605,+,633605,635672,YMR1
YJR111C,10,635845,-,635845,636697,YJR111C
